Gene,SNAP-n
SYT6,1.98E-05
KRTCAP3,1.98E-05
MIR4300HG,1.98E-05
AC027779.3,1.98E-05
TNR-IT1,1.98E-05
KREMEN1,1.98E-05
AL353608.3:AL449043.1,1.98E-05
VIL1,1.98E-05
AC020908.2,1.98E-05
AC019209.3,1.98E-05
AC069281.2,1.97E-05
NPIPB13,1.97E-05
AC092958.2,1.97E-05
PRSS33,1.97E-05
AC012291.1,1.97E-05
AL359643.3,1.97E-05
AL359397.2,1.97E-05
CLEC2B,1.97E-05
MT-TL1,1.97E-05
TNFRSF10A,1.97E-05
WDR75,1.97E-05
AL138921.1,1.97E-05
AC009117.2,1.96E-05
AL050327.1,1.96E-05
RNU6-1301P,1.96E-05
AC015853.1,1.96E-05
CRAT,1.96E-05
AL021546.1,1.96E-05
AC130651.2,1.96E-05
PSME1,1.96E-05
AP002812.5,1.96E-05
RTL8A,1.96E-05
BIRC2,1.96E-05
AC092171.3,1.96E-05
AC098483.1:AC138089.1,1.96E-05
AL157935.1,1.96E-05
ATG10-IT1,1.96E-05
ZNF544,1.96E-05
AC073592.6,1.95E-05
DCAF15,1.95E-05
RNU1-13P,1.95E-05
UQCC1,1.95E-05
PSMD6-AS1,1.95E-05
NXF2,1.95E-05
C9orf139,1.95E-05
AL603832.3,1.95E-05
GAGE1,1.95E-05
GTF3C4,1.95E-05
WDR60,1.95E-05
ZGPAT,1.95E-05
AP001554.1,1.95E-05
AC008752.2,1.95E-05
AC079414.1,1.95E-05
RN7SKP271,1.94E-05
SNORD111B,1.94E-05
TXNDC2,1.94E-05
FBXO36-IT1,1.94E-05
AC016644.1,1.94E-05
RN7SL683P,1.94E-05
SCFD1,1.94E-05
CDHR5,1.94E-05
WDR18,1.94E-05
AC012322.1:EBPL,1.94E-05
LINC01640,1.94E-05
WDR3,1.94E-05
IGKV3D-7:IGKV3OR2-268,1.93E-05
LINC00115,1.93E-05
AC022167.2,1.93E-05
RNU6-1201P,1.93E-05
AC010883.1,1.93E-05
AL845472.1,1.93E-05
COL8A2,1.93E-05
SERPINA1,1.93E-05
ZBTB9,1.93E-05
TUBGCP6,1.93E-05
AC023449.2,1.93E-05
AF131216.4,1.93E-05
AL391069.3,1.93E-05
AC020656.1:OFCC1,1.93E-05
AC097375.1,1.93E-05
ZIK1,1.92E-05
AC022166.1,1.92E-05
AGBL5-IT1,1.92E-05
RIBC1,1.92E-05
CLEC3A,1.92E-05
EP300-AS1,1.92E-05
AL139383.1:SLC22A16,1.92E-05
AL049869.2,1.92E-05
PAF1,1.92E-05
AC068860.1,1.92E-05
LINC01754,1.92E-05
LINC02124,1.92E-05
BCAM,1.92E-05
PRR31,1.92E-05
RNU6ATAC26P,1.92E-05
AC106782.1,1.92E-05
SOX18,1.91E-05
AC096759.2,1.91E-05
VIPAS39,1.91E-05
AC096536.3,1.91E-05
AL117258.1,1.91E-05
AC139792.2:LINC02241,1.91E-05
AL161912.2,1.91E-05
AC068775.2:KLRC2,1.91E-05
RNU4-55P,1.91E-05
SLAMF8,1.91E-05
GSX2,1.91E-05
AC009119.3,1.91E-05
AC099676.1,1.91E-05
KIF2A,1.91E-05
C15orf59,1.91E-05
SPATS1,1.91E-05
AL157823.2,1.91E-05
AC022098.4,1.91E-05
AL136529.1,1.90E-05
RNU6-1228P,1.90E-05
AL157895.1,1.90E-05
VARS,1.90E-05
LIPH,1.90E-05
AC016866.2,1.90E-05
CUX2,1.90E-05
LIX1L-AS1,1.90E-05
AC093512.1,1.90E-05
NUTM2B,1.90E-05
AL512356.1,1.90E-05
AC090772.1,1.90E-05
YPEL3,1.90E-05
AC005746.1,1.89E-05
CHMP2A,1.89E-05
AC008878.3,1.89E-05
AC096537.1,1.89E-05
AL158834.1,1.89E-05
CDKN2B,1.89E-05
RNU6-1027P,1.89E-05
TBC1D3:TBC1D3K,1.89E-05
RN7SL764P,1.89E-05
HPR,1.89E-05
AC068669.1,1.89E-05
AC006064.1,1.89E-05
CCDC28B,1.89E-05
AC091078.3,1.89E-05
FO681492.1:SYT15,1.89E-05
AL512604.3,1.89E-05
LINC01011,1.89E-05
NEIL3,1.89E-05
AC087501.5,1.89E-05
CRYBA4,1.89E-05
AP003352.1,1.89E-05
Z97206.2,1.89E-05
SLC6A7,1.89E-05
AC023158.1,1.89E-05
AC026469.1,1.88E-05
EML4,1.88E-05
AC079600.3,1.88E-05
CSNK2A1:CSNK2A3,1.88E-05
AC010999.1,1.88E-05
UBE2L6,1.88E-05
TMEM110,1.88E-05
AL513523.3,1.88E-05
AC027271.1,1.87E-05
RTL3,1.87E-05
SNORA50A,1.87E-05
AC073389.3,1.87E-05
AC068057.2,1.87E-05
AP003396.3,1.87E-05
AC097478.2,1.87E-05
EHHADH-AS1,1.87E-05
AC244517.12,1.87E-05
FAM201A,1.87E-05
DNMT3B,1.87E-05
OTUD6B,1.87E-05
PQLC2,1.87E-05
IKBKG,1.87E-05
AL031009.1,1.87E-05
UTP3,1.87E-05
NPPA-AS1,1.87E-05
AC022387.1,1.87E-05
BARX1,1.87E-05
DYNC1LI2,1.86E-05
AL139423.1,1.86E-05
RNA5SP453,1.86E-05
MIR4472-2,1.86E-05
RN7SL121P,1.86E-05
AC148477.2,1.86E-05
AC034198.2,1.86E-05
AL031666.2,1.86E-05
AL357140.1,1.86E-05
AL391883.1,1.86E-05
GTF3C2,1.86E-05
PDSS1,1.86E-05
TMEM247,1.86E-05
RNU6-1056P,1.86E-05
AC104971.2,1.86E-05
SUPT7L,1.86E-05
AL049594.1,1.86E-05
TMEM220-AS1,1.86E-05
AC004448.4:RPS2,1.86E-05
AC010328.1,1.86E-05
AC080078.3,1.86E-05
FCGR3B,1.86E-05
CCRL2,1.86E-05
AC120349.2,1.86E-05
SULT1E1,1.86E-05
AC087518.1,1.86E-05
AC000061.1,1.86E-05
MIR5002,1.86E-05
CD300E,1.86E-05
DNAJB12,1.85E-05
PRRC2C,1.85E-05
USP9X,1.85E-05
RN7SL160P,1.85E-05
FAM66B:FAM66D,1.85E-05
AL391650.2,1.85E-05
AL670729.3,1.85E-05
MBTPS2:YY2,1.85E-05
SETSIP,1.85E-05
ZNF285,1.85E-05
AC090826.2,1.85E-05
AC092718.3,1.85E-05
FAM83E,1.85E-05
AC006111.2,1.84E-05
RNU6-766P,1.84E-05
AC009560.1,1.84E-05
FOXD1,1.84E-05
CD59,1.84E-05
AC002310.5,1.84E-05
RN7SL73P,1.84E-05
CEP164,1.84E-05
RNU6-659P,1.84E-05
CDHR1,1.84E-05
AC018943.1,1.84E-05
AC012615.6,1.84E-05
AL513302.2,1.84E-05
PAK3,1.84E-05
SHPK,1.84E-05
AC009088.1,1.84E-05
SLC22A25:ZNF658,1.84E-05
AP001437.1,1.83E-05
PARP15,1.83E-05
RNA5SP248,1.83E-05
VCX:VCX3B,1.83E-05
OSR1,1.83E-05
APLN,1.83E-05
WFIKKN2,1.83E-05
BX649601.1,1.83E-05
AC004542.2,1.83E-05
TRPV6,1.83E-05
AC009053.2,1.83E-05
RN7SL37P,1.83E-05
IGFBP1,1.83E-05
AMTN,1.83E-05
PLCXD3,1.83E-05
FGF8,1.82E-05
AC012645.1,1.82E-05
AL050331.2,1.82E-05
FAM223A:FAM223B,1.82E-05
DKC1,1.82E-05
CXorf66,1.82E-05
AC090425.1,1.82E-05
LINC02151,1.82E-05
AC093627.4,1.82E-05
AC013268.6:AC112229.4,1.82E-05
AC012625.1,1.82E-05
ACR,1.82E-05
CEMP1,1.82E-05
AC092687.2,1.82E-05
KIF22,1.82E-05
MS4A7,1.82E-05
CC2D1B,1.81E-05
AC073896.2,1.81E-05
AC084879.2,1.81E-05
SMARCA5-AS1,1.81E-05
LIFR-AS1,1.81E-05
KIF24,1.81E-05
NOP53,1.81E-05
RNU4-51P,1.81E-05
ASXL1,1.81E-05
ID2-AS1,1.81E-05
AL391244.2,1.81E-05
AC024267.3,1.81E-05
AC083841.2,1.81E-05
AC079336.2,1.81E-05
AL355490.1,1.81E-05
LINC01518,1.81E-05
AL353681.1,1.81E-05
NCBP3,1.81E-05
KLHDC7B,1.81E-05
AL512283.1,1.81E-05
AC254633.1,1.80E-05
AC114550.2,1.80E-05
AC093525.1,1.80E-05
LINC01600,1.80E-05
RN7SL569P,1.80E-05
RASA3-IT1,1.80E-05
EFCAB9,1.80E-05
LINC01880,1.80E-05
AC022733.1,1.80E-05
AC005912.2,1.80E-05
AL023881.1,1.80E-05
RTP1,1.80E-05
PDPR,1.80E-05
AC005086.1,1.80E-05
AL049651.1,1.80E-05
AL139193.1,1.80E-05
AL359880.1,1.80E-05
ELSPBP1,1.80E-05
AC103796.1,1.80E-05
AC090621.1,1.80E-05
LINC01205,1.80E-05
GPR27,1.80E-05
AC106791.2,1.80E-05
AC022445.1,1.80E-05
AC061979.1,1.80E-05
LINC02357,1.80E-05
AC068898.2,1.80E-05
AC018659.2,1.80E-05
AC022164.1,1.80E-05
AL356740.2,1.80E-05
TM4SF19-TCTEX1D2,1.79E-05
LINC01125,1.79E-05
APOC3,1.79E-05
AC005096.1,1.79E-05
AC005692.1,1.79E-05
AC125437.1,1.79E-05
OPCML-IT2,1.79E-05
EHF,1.79E-05
AC020916.2,1.79E-05
PSME2,1.79E-05
AC009090.3,1.79E-05
XPR1,1.79E-05
AC128709.2,1.79E-05
AP001830.2,1.79E-05
RNU6-808P,1.79E-05
SLC47A1:TMC5,1.78E-05
AL451007.2,1.78E-05
AC046143.2,1.78E-05
AC007496.1,1.78E-05
SSBP4,1.78E-05
AC140125.1,1.78E-05
BACH1,1.78E-05
AC226119.1:EEF2KMT,1.78E-05
MROH2A,1.78E-05
AL513327.2,1.78E-05
KRT15,1.78E-05
AC243772.2:AC244453.2,1.78E-05
FTO,1.78E-05
CYLC2,1.78E-05
ADCY4,1.78E-05
AC120057.3,1.78E-05
RNU4-24P,1.78E-05
AC073651.1,1.78E-05
AC080013.1,1.78E-05
AC009185.1,1.77E-05
AP001189.5,1.77E-05
AC103769.1,1.77E-05
DKFZp779M0652,1.77E-05
PFN4,1.77E-05
ASAH2,1.77E-05
HRC,1.77E-05
FAM209B,1.77E-05
AL121845.4,1.77E-05
AC090515.5,1.77E-05
MMP27,1.77E-05
IGHA1:IGHA2,1.77E-05
GCHFR,1.77E-05
C16orf92,1.77E-05
AC016597.2,1.76E-05
CAPNS2,1.76E-05
AC025741.1,1.76E-05
AC107909.1,1.76E-05
SNORA70C,1.76E-05
PCDHA12:PCDHA13,1.76E-05
AC120349.3,1.76E-05
LINC01649,1.76E-05
AC068775.2,1.76E-05
AC008764.4,1.76E-05
CEPT1,1.76E-05
MIR571,1.76E-05
AC007349.2,1.76E-05
AP003071.1,1.75E-05
AP002358.1,1.75E-05
PPIP5K2,1.75E-05
RN7SL371P,1.75E-05
AC099342.1,1.75E-05
AC010359.1,1.75E-05
AC116456.1,1.75E-05
AC090673.1,1.75E-05
C17orf105,1.75E-05
MYBPH,1.75E-05
AL031768.1,1.75E-05
AC008569.1,1.75E-05
AC027807.2,1.75E-05
AL391152.1,1.75E-05
AC020913.2,1.75E-05
AP001978.1,1.75E-05
AL590483.1,1.75E-05
PFKL,1.75E-05
KRT83,1.75E-05
CKMT1A:CKMT1B,1.75E-05
AC098679.4,1.75E-05
AC010401.3,1.75E-05
AC012676.4,1.75E-05
AC022028.2,1.74E-05
AL136301.1,1.74E-05
LINC02067,1.74E-05
AL162872.1,1.74E-05
AC090099.4,1.74E-05
IL2RA,1.74E-05
RNU6-1106P,1.74E-05
AC022540.1,1.74E-05
PGBD4,1.74E-05
AC113404.1,1.74E-05
C19orf84,1.74E-05
LINC01353,1.74E-05
MAPT-IT1,1.74E-05
SH2B3,1.74E-05
LCN15,1.74E-05
LINC00221,1.74E-05
AC025442.1,1.74E-05
LINC01913,1.74E-05
AC068870.2,1.74E-05
AL137060.1,1.74E-05
LINC01035,1.73E-05
LINC01627,1.73E-05
AC096588.1,1.73E-05
MCHR2-AS1,1.73E-05
MAGEB10,1.73E-05
AC132807.2,1.73E-05
AC012485.2,1.73E-05
HLA-DPA1,1.73E-05
TMEM249,1.73E-05
CNOT10-AS1,1.73E-05
LINC01479,1.73E-05
AL139081.1,1.73E-05
PTGS2,1.73E-05
TUBB4A,1.73E-05
SLAMF1,1.73E-05
CASC21,1.73E-05
RN7SL478P,1.73E-05
AC046158.1,1.73E-05
FREM2-AS1,1.73E-05
AC015908.4,1.72E-05
PGF,1.72E-05
DSCR4,1.72E-05
LINC01558,1.72E-05
AL161785.1,1.72E-05
LINC00903,1.72E-05
AL592430.2,1.72E-05
AL139124.1,1.72E-05
AC105020.6,1.72E-05
AC015726.2,1.72E-05
PRR18,1.72E-05
USP17L22,1.72E-05
AC134407.1,1.72E-05
AC112229.3:AC140479.5,1.72E-05
AC107982.2,1.72E-05
AC024560.3,1.72E-05
CYP4F11,1.71E-05
HNRNPDL:RNF128,1.71E-05
AC022035.1,1.71E-05
CMTM3,1.71E-05
AC069542.1,1.71E-05
AL138830.2,1.71116E-05
AC002525.1,1.71E-05
AC110792.4,1.71E-05
DHRS4-AS1,1.71E-05
KHK,1.71E-05
UGT2B7,1.71E-05
AC053503.6,1.71E-05
AC025947.1,1.71E-05
PCDHGA10,1.71E-05
AADACL4,1.71E-05
LINC02104,1.71E-05
AC078883.2,1.71E-05
ZBTB40-IT1,1.71E-05
HSF5,1.71E-05
SERPINB11,1.70E-05
S100B,1.70E-05
AC012339.1,1.70E-05
LPA,1.70E-05
KCNE2,1.70E-05
PRSS2,1.70E-05
AC009318.3,1.70E-05
AC007787.1,1.70E-05
AC099329.2,1.70E-05
KRT86,1.69E-05
TGFB3-AS1,1.69E-05
DIAPH3-AS1,1.69E-05
AC079148.1,1.69E-05
PADI4,1.69E-05
AC012100.3,1.69E-05
AL022328.1,1.69E-05
AC139720.1,1.69E-05
AC022392.1,1.69E-05
TCP11L1,1.69E-05
AC026461.4,1.69E-05
AC082651.4,1.69E-05
AC025162.2,1.69E-05
ZIC3,1.69E-05
AC019226.2,1.69E-05
AC008440.1,1.69E-05
AC087289.2,1.69E-05
AC123786.1,1.69E-05
AC008525.2,1.69E-05
AL355310.3,1.69E-05
AC092634.5,1.69E-05
AC009120.4,1.69E-05
RSL1D1,1.68E-05
MCF2L-AS1,1.68E-05
CD44-AS1,1.68E-05
LCLAT1:MLIP,1.68E-05
RNU6-959P,1.68E-05
CLCNKA:CLCNKB,1.68E-05
PPP2R5B,1.68E-05
CRISP1,1.68E-05
AC093458.2,1.68E-05
GP2,1.68E-05
EMC10,1.68E-05
AC005342.1,1.68E-05
AC013565.3,1.68E-05
AC005008.2,1.68E-05
RNU6-101P,1.68E-05
AC124067.2,1.68E-05
ZNF700,1.68E-05
MRPL53,1.68E-05
CALHM2,1.68E-05
EPO,1.68E-05
AC096736.3,1.68E-05
AL139824.1,1.68E-05
AC107393.2,1.68E-05
RNU6-341P,1.67E-05
AL031595.3,1.67E-05
Z92544.1,1.67E-05
SETMAR,1.67E-05
AC090505.2,1.67E-05
AC015727.1,1.67E-05
LINC01153,1.67E-05
AC233266.2:TMEM128,1.67E-05
KRT1,1.66E-05
HNRNPUL2-BSCL2,1.66E-05
FSHB,1.66E-05
VSIG10L,1.66E-05
EIF2AK3,1.66E-05
AC084125.3,1.66E-05
AL360270.3,1.66E-05
AC009133.5,1.66E-05
SRRD,1.66E-05
INSM1,1.66E-05
AC022272.1,1.66E-05
CIDEB,1.66E-05
AC145423.3,1.66E-05
C5orf58,1.66E-05
SNORD31B,1.66E-05
WWC2-AS1,1.66E-05
AC103724.3,1.66E-05
GLP1R,1.66E-05
ZNF620,1.65E-05
RNU6-405P,1.65E-05
MIR138-1,1.65E-05
ZDHHC5,1.65E-05
Z98949.3,1.65E-05
AL139260.2,1.65E-05
SNORA66,1.65E-05
CASR,1.65E-05
AC110285.7,1.65E-05
MYCBP2-AS1,1.65E-05
BMP15,1.65E-05
AC093525.9,1.65E-05
HLA-DQB1-AS1,1.65E-05
AC109588.1,1.65E-05
AC104830.1,1.65E-05
PAXIP1-AS2,1.65E-05
DDX31,1.65E-05
FGL2,1.65E-05
AC127459.3,1.65E-05
AL158211.5,1.65E-05
AC068544.1,1.65E-05
CTU1,1.65E-05
TNFRSF10A-AS1,1.65E-05
ZNF514,1.65E-05
YIPF6,1.65E-05
LINC01899,1.64E-05
AC009152.1,1.64E-05
AP001476.1,1.64E-05
AC069287.3,1.64E-05
AL161785.3,1.64E-05
AL356489.1,1.64E-05
VNN1,1.64E-05
AL512506.3,1.64E-05
CRCP,1.64E-05
AL109613.1,1.64E-05
ANG,1.64E-05
AL049840.4,1.64E-05
RNA5SP477,1.64E-05
MLF2,1.64E-05
RNU6-11P:RNU6-37P,1.64E-05
PQBP1,1.64E-05
ARSD,1.64E-05
AP001046.1,1.64E-05
AC003092.1,1.63E-05
AC141586.4,1.63E-05
PCDHGA9,1.63E-05
AC015818.2,1.63E-05
ACTL8,1.63E-05
DKFZP434I0714,1.63E-05
AC022903.1,1.63E-05
RN7SL574P,1.63E-05
AADACL3,1.63E-05
AC010148.1,1.63E-05
AC102945.1,1.63E-05
AC016909.2,1.63E-05
FGF11,1.63E-05
AL035454.1,1.63E-05
RNA5SP322,1.63E-05
EPHA2,1.63E-05
AC090970.1,1.63E-05
AGBL2,1.63E-05
SLC36A2,1.63E-05
HSDL1,1.63E-05
ZG16,1.63E-05
GPAT2,1.63E-05
BORCS6,1.62E-05
SLC22A31,1.62E-05
RN7SKP23,1.62E-05
AC027796.5,1.62E-05
CLC,1.62E-05
PRPSAP2,1.62E-05
RN7SKP112,1.62E-05
CD47,1.62E-05
DRD3,1.62E-05
AL031429.2,1.62E-05
FAM181A-AS1,1.62E-05
CYP2W1,1.62E-05
RSF1,1.62E-05
AC025244.1,1.62E-05
AL662884.1,1.62E-05
AC097505.1,1.62E-05
AC073283.1,1.62E-05
CYP2D6,1.62E-05
LAMC3,1.62E-05
AC073592.3,1.61E-05
CHMP1B,1.61E-05
DOCK9-AS2,1.61E-05
DBF4B,1.61E-05
AC092117.2,1.61E-05
FLJ31356,1.61E-05
RN7SKP14,1.61E-05
AC007485.1,1.61E-05
Z97987.1,1.61E-05
CFHR1,1.61E-05
MRPS18B,1.61E-05
SC5D,1.6096E-05
RNF14,1.61E-05
TROAP,1.61E-05
AC020558.2,1.61E-05
AC073912.3,1.61E-05
AC078788.2,1.61E-05
PPP5C,1.61E-05
RNU6-490P,1.61E-05
AC079163.1,1.61E-05
HOXD1,1.60E-05
AC104564.5,1.60E-05
AC012594.1,1.60E-05
ERICH6B,1.60E-05
SYNJ2-IT1,1.60E-05
LINC02400,1.60E-05
AC092375.2,1.60E-05
AP002505.1,1.60E-05
CACNA1C-AS4,1.60E-05
LINC00396,1.60E-05
DLK1,1.60E-05
AL031733.2,1.60E-05
MIR1273H,1.59E-05
LINC01813,1.59E-05
RNA5SP345,1.59E-05
RNU6-1085P,1.59E-05
TGIF2,1.59E-05
AC234772.3,1.59E-05
OGFRP1,1.59E-05
MYO18B:Z98885.2,1.59E-05
RNU6-103P,1.59E-05
AC107023.1,1.59E-05
AC023818.2,1.59E-05
VPS33A,1.59E-05
S100A13,1.59E-05
P2RY10,1.59E-05
CLYBL-AS1,1.59E-05
RNU6-469P,1.59E-05
AC002550.2,1.59E-05
AL928654.3,1.59E-05
THBD,1.59E-05
ZSCAN5B,1.58E-05
AC010333.1,1.58E-05
GOLGA6L10:GOLGA6L4,1.58E-05
AL162431.2,1.58E-05
AC132872.3,1.58E-05
AL138713.1,1.58E-05
MS4A8,1.58E-05
AP003174.1,1.58E-05
MIR6133,1.58E-05
DSCR9,1.58E-05
RNU2-57P,1.58E-05
THOC3,1.58E-05
RN7SL216P,1.58E-05
RNU4-36P,1.58E-05
AC131097.2,1.58E-05
AC091965.4,1.58E-05
AC005821.1,1.58E-05
XBP1,1.58E-05
AC073352.1,1.57E-05
PCP2,1.57E-05
AC110491.3,1.57E-05
AL138731.1,1.57E-05
EEF1A1:STEAP1B,1.57E-05
AKR1C4,1.57E-05
IDH3G,1.57E-05
RNU6-301P,1.57E-05
CASC16,1.57E-05
C16orf97,1.57E-05
LYSMD1,1.57E-05
CYSLTR2,1.57E-05
AL359183.1,1.57E-05
AC002044.3,1.57E-05
AL121992.3,1.57E-05
GRK1,1.57E-05
AC138356.3,1.57E-05
CLPS,1.57E-05
AC009464.1,1.57E-05
AC093904.2,1.57E-05
AC021016.3,1.57E-05
MIR3663HG,1.57E-05
AC113418.1,1.57E-05
MYOSLID,1.56E-05
LINC02089,1.56E-05
TCP11X2,1.56E-05
PWWP2B,1.56E-05
ZNF479,1.56E-05
AC113410.2,1.56E-05
AC097381.3,1.56E-05
BACH1-IT1,1.56E-05
AC099793.1,1.56E-05
AC011008.1,1.56E-05
AC010181.1,1.56E-05
CLEC20A,1.56E-05
DRAM2,1.56E-05
GNAT3,1.56E-05
DSG1,1.56E-05
AC100830.3,1.56E-05
STBD1,1.56E-05
AC010969.2,1.56E-05
TUBAL3,1.56E-05
KRT28,1.56E-05
AC093536.2,1.56E-05
AP000919.4,1.55E-05
BCS1L,1.55E-05
AC092718.6,1.55E-05
PRR35,1.55E-05
TMEM240,1.55E-05
AC018926.3,1.55E-05
AC113192.2,1.55E-05
RNU6-1054P,1.55E-05
AC009118.3,1.55E-05
OLIG1,1.55E-05
RNU5F-1,1.55E-05
ACAA2,1.55E-05
RNU2-10P,1.54E-05
AC107027.1,1.54E-05
RSF1-IT2,1.54E-05
AC009411.1,1.54E-05
AC007552.2,1.54E-05
AKNAD1,1.54E-05
LINC02154,1.54E-05
AGMO,1.54E-05
AC010542.2,1.54E-05
AC021393.1,1.54E-05
LINC02464,1.54E-05
AC138466.3,1.54E-05
GTSE1-AS1,1.54E-05
AP000997.3,1.54E-05
AC067969.2,1.54E-05
AL078644.1,1.54E-05
RNU6-781P,1.54E-05
LINC02419,1.54E-05
AL008638.1,1.54E-05
EHD2,1.54E-05
AC027020.2:PRKX,1.53E-05
AC011603.4,1.53E-05
GPKOW,1.53E-05
PCDHB10:PCDHB9,1.53E-05
PLA2G4C-AS1,1.53E-05
LINC01980,1.53E-05
TTLL8,1.53E-05
TGM6,1.53E-05
AL357793.2,1.53E-05
GRXCR1,1.53E-05
VTN,1.53E-05
HMGCL,1.53E-05
RNU6-1011P,1.53E-05
AC010463.2,1.53E-05
RN7SL566P,1.53E-05
AC015688.8,1.53E-05
RNU12-2P,1.53E-05
RN7SL812P,1.53E-05
AP002986.1:PWP1,1.53E-05
LINC00924,1.52E-05
AC009086.3,1.52E-05
AC135050.4,1.52E-05
ZEB2-AS1,1.52E-05
AC122688.2,1.52E-05
ZSWIM5,1.52E-05
ATG13,1.52E-05
AL109614.1,1.52E-05
AC082650.1,1.52E-05
AC012313.2,1.52E-05
CBLC,1.52E-05
AL049548.1,1.52E-05
ZRANB2-AS1,1.52E-05
AJ271736.1:Z84723.1,1.52E-05
LINC01699,1.52E-05
AP003086.3,1.52E-05
AL359636.3,1.52E-05
TGFB3,1.52E-05
RNU6-17P:RNU6-18P,1.52E-05
AC245884.11,1.51E-05
RN7SL328P,1.51E-05
RNU6-213P,1.51E-05
UCN3,1.51E-05
IARS,1.51E-05
PVRIG,1.51E-05
AC090001.1,1.51E-05
PLEKHH2,1.51E-05
AC002128.1,1.51E-05
RN7SL40P,1.51E-05
NAA60,1.51E-05
DES,1.51E-05
CLDN22:CLDN24,1.51E-05
AC013403.2,1.51E-05
AC026368.1,1.51E-05
BACE1-AS,1.51E-05
AL161452.1,1.50E-05
DHRS4L1:DHRS4L2,1.50E-05
SLC17A2,1.50E-05
AL451069.3,1.50E-05
AC009107.1:NUTM2F,1.50E-05
MT-TL2,1.50E-05
GUCD1,1.50E-05
RN7SKP245,1.50E-05
C1orf140,1.50E-05
RAD23B,1.50E-05
AL355574.1,1.50E-05
AC235097.1,1.50E-05
AP005137.1,1.50E-05
AC100835.2,1.50E-05
TBC1D3D,1.50E-05
GPR182,1.50E-05
ELANE,1.50E-05
LINC00940,1.49E-05
FAM3C,1.49E-05
U73166.1,1.49E-05
AP001541.1,1.49E-05
AKT3-IT1,1.49E-05
NDP-AS1,1.49E-05
AC022613.2,1.49E-05
AL354704.1:SLC4A1AP,1.49E-05
PGAM2,1.49E-05
AC005616.1,1.49E-05
ANXA8L1,1.49E-05
AC122710.2,1.49E-05
RNU6-518P,1.49E-05
AC091819.2,1.49E-05
P2RY1,1.49E-05
ZFAT-AS1,1.49E-05
LINC01887,1.48E-05
ZNF836,1.48E-05
LINC00261,1.48E-05
DHX32,1.48E-05
SFRP5,1.48E-05
CDKN2B-AS1,1.48E-05
AC112484.5,1.48E-05
MIR4787,1.48E-05
RNU6-530P,1.48E-05
ZNF608,1.48E-05
AC069234.5,1.48E-05
SKA1,1.48E-05
LARS2-AS1,1.47E-05
RNVU1-3,1.47E-05
HRAT92,1.47E-05
AC100860.1,1.47E-05
AC010331.1,1.47E-05
RN7SL182P,1.47E-05
AC025284.1,1.47E-05
AC016747.2,1.47E-05
ETV2,1.47E-05
AC017002.1,1.47E-05
AC091057.3,1.47E-05
AC000120.1,1.47E-05
AP000692.2,1.47E-05
AC068473.2,1.46E-05
AL358072.1,1.46E-05
ZNF23,1.46E-05
AC105133.1,1.46E-05
RN7SL733P,1.46E-05
AC080112.4,1.46E-05
RNU6-1081P,1.46E-05
AC104561.1,1.46E-05
OR13C5,1.46E-05
AC027338.2,1.46E-05
AC008440.3,1.46E-05
AC093833.1,1.46E-05
AL512488.1,1.46E-05
CXorf49:CXorf49B,1.46E-05
FAF2,1.46E-05
DPP9-AS1,1.45E-05
ITPKB-IT1,1.45E-05
AC026202.1,1.45E-05
CSMD2-AS1,1.45E-05
FAM180B,1.45E-05
AL356056.1,1.45E-05
LINC02066,1.45E-05
SNORA41B,1.45E-05
RN7SL487P,1.45E-05
AC092134.1,1.45E-05
AC113382.2,1.45E-05
ACP5,1.45E-05
SCAMP4,1.45E-05
AC037459.4,1.45E-05
PTH,1.45E-05
NHLRC1,1.45E-05
NUTM2D:NUTM2E,1.44E-05
AC068724.2,1.44E-05
AC145676.1,1.44E-05
AC012186.2,1.44E-05
AC138089.1,1.44E-05
AC005324.5,1.44E-05
AL137078.1,1.44E-05
ODF1,1.44E-05
PERP,1.44E-05
AC067930.5,1.44E-05
GABRA6,1.44E-05
AC073964.1,1.44E-05
UFSP1,1.44E-05
AC087457.1,1.44E-05
RNU1-100P,1.44E-05
AC048382.4:AC136698.1,1.44E-05
OR52E5,1.44E-05
AC024267.1,1.44E-05
ZNF619,1.44E-05
SETDB1,1.44E-05
CSN1S1,1.44E-05
AL163051.1,1.44E-05
AC037487.2,1.44E-05
AC011447.3:LETM1,1.43E-05
AC011495.3,1.43E-05
PCDHA11,1.43E-05
ALDH9A1,1.43E-05
AC026310.3,1.43E-05
FAM205C,1.43E-05
LUZP4,1.43E-05
DCHS1,1.43E-05
IQCJ-SCHIP1-AS1,1.43E-05
AC016251.2,1.43E-05
AC121333.1,1.43E-05
AC079465.1,1.43E-05
CYP4F8,1.43E-05
ZNF354C,1.43E-05
NT5C1B,1.43E-05
GPR12,1.43E-05
AL157831.2,1.43E-05
RNA5SP193,1.43E-05
AC026954.3,1.43E-05
PHF5A,1.43E-05
WDR54,1.43E-05
AC024382.1,1.42E-05
GOLGA8H:GOLGA8T,1.42E-05
AC090283.1,1.42E-05
IFNL3,1.42E-05
P2RY13,1.42E-05
AC092669.1,1.42E-05
MMEL1,1.42E-05
LINC02186,1.42E-05
AC087341.1,1.42E-05
UBALD1,1.42E-05
AC244197.2,1.42E-05
AL355816.1,1.42E-05
ARHGEF35:OR2A1-AS1,1.42E-05
AC011503.2,1.42E-05
PYCARD,1.42E-05
